review_body,star_rating
"I was very disappointed that after only 6 months the casing started showing signs of moisture inside. This was only from hand washing, not swimming or showering. His watch was supposed to be moisture resistant to 99 feet! My husband got this watch frm me as a birthday gift . I am still waiting for a response from Amazon. I expected more from Swisstek!!",1
Looks great but doesn't keep time unless it's worn constantly. Looses time despite sending to Amazon's specialty watch repair location which took months to return only to have the same problem.<br />Disappointed with this purchase.,1
"I was displeased that this *Birthday gift* arrived with a dead battery, but when we replaced that only to learn the lighting system was broken....<br /><br />Better quality from Walmart, I guess I will go there next time.",1
"There are many, many negative reviews on many different models from this company.  Do your homework, before you're tempted by a deal that seems \\""too good to be true\\"".  It doesn't matter if something is designed in Italy, if it's made in some sweat shop with poor quality control.<br /><br />$355.00 MSRP?  These are the kinds of watches you find being sold on streets in Manhattan out of the back of a van.  Not the ones which actually merit more than three hundred dollars.",1
"Cheap product, better off not buying.",1
Bough this as a gift for son.  It stopped working within less than one year.  Lesson learned.  Don't buy inexpensive automatic watches.<br /><br />The band looks good.,1
"Its way too heavy, and kinda huge, you can't have it for more than 2 or 3  hours, because you'll feel that they are a stone in your wrist.  Wish they were bit less heavy and less huge.  The battery dies pretty quick, the best thing that it has, is the case.  I don't recommend it at all.",1
I ordered you strap 20 mm and you sent me a 18 mm and it is small for my watch.<br />I take you 2 times  make order<br />The first time I did not received the parcel. the second time you vyslalai me is not what I wanted.<br />to be sensitive to customers' orders !!,1
"Don't order - I ordered this watch because I thought Casio was a reliable brand name and that the watch would function as described, but I was disappointed that this watch stopped working properly only 2 days after I received it.....i.e. the DAY display is permanently stuck on &#34;Monday&#34; and it cannot be moved to the next day by adjusting it. So now I have a &#34;Monday Watch&#34; that says that every day will always be Monday (how does that song go - I don't like Mondays...ha ha).<br /><br />Also, this is advertised as a MENS watch...but the leather strap seems to be designed to fit a small boy, cos I am not a large man and am only 5'6&#34; and the strap can barely fit my wrist on the last hole of the strap, so the strap is no good for any average man and would only be suitable for small boys.",1
"the reference point , I fail",1
"I saw this watch at Khols for $29.99.  So I searched on line at all the usual places, Target, WM, Khols, etc.  Khols was the only place that carried it and at $30.00 I thought that Amazon could do better.  So when I found it and at half the price of khols, I juumped at the chance, I just didn't think it would take over a month to recieve it.  This was about the middle to late Jan.  I am still waiting.  It was to be a belated Christmas gift for my mom.  Amazon Can and has done better.  There is no excuse for a simple watch to take this long for delivery.",1
"This watch is supposed to be water-resistant. Went to the lake, stayed maybe 15 min in water a the time. Next morning watch had condensation under the glass and seconds are not moving at all, and in 8 hours it fell 2 hours behind. Other then that looks nice, and is a nice watch. Maybe I got a defective one.",1
"Very poor quality, and the camo print is very badly done, nothing like the picture in the description.<br />It is a real scam, beware!",1
"Bad choice of names and somewhat misleading until you read the synopsis which doesn't make sense. I didn't know Russia had divers in 1798? The first diving suits with helmets weren't created till 1837 and scuba gear more than 100 years later. The first scuba dive was in 1942 and not sold until 1943. Maybe they are referring to diving bells but I doubt it. Maybe Capt. Nemo was real and a lot older than was told, or Jacque Cousteau time traveled to 1798?",1
Watch is beautiful as I expected but very very poor quality belt. I was trying first time and belt broke! what a s***ty product. Now searching on internet to replacement belt.,1
No English instructions and couldn't get the time set.,1
need to contact the vendor and my clock does not work on this page the option does not appear to me. the watch is in poor condition does not work. I could help you unlatch manufactures and did not begin to run. Is there warranty on Costa Rica?,1
"I expected this box to be of pretty good quality based on the price and prior reviews. When I received the box, it was nicely packaged  and was not damaged. When I opened up the case for the first time, I noticed that there was lint from the felt or whatever the unbelievably cheap material is that was used to line the box stuck all over the glass and outside. Even when you try to clean the outside of the box the felt just keeps coming back every time you touch it. It gets stuck on your hands and all over your watches.<br /><br />To top it off, the window isn't even glass. Its cheap plastic and scratched as soon as I tried to clean it.<br /><br />Fortunately Amazon is awesome as usual and is allowing me to return this POS.",1
"nice watch, but do not keep time",1
It DOESN'T WORK!,1
"I received this watch as a gift about 5 years ago.  Each year you have to buy an updated schedule for about $10.  Every year that I do that and download the update, it takes several tries before it works.  The USB clip used to update it, which consists of a grip with 5 prongs on it to make contact with 5 connectors on the watch, doesn't always make the proper connection.  This year while updating the schedule my watch program was totally erased and I was unable to download a new schedule to it.  Customer service said to send it in and they will look at it.  They have had it for one month now, and several calls to customer service were fruitless.  They say they will call you back and never do.  Last week they said it was repaired and will be shipped out next day delivery.  Nothing came.  Today they said it was repaired and will be shipped out in 7-10 business days.  The season will be half over by the time I receive it back, if I receive it at all.  While the watch sounded like a good thing, I would never recommend it to anyone.",1
"I just received this item. This is not what the seller described. It does. It have enough room for any watch other than a slim Skagen. My Tag, Omega, Hamilton nor Panerai fits. If you attempt to fit your watch in this case you'll need to push the top down aggressively while putting pressure on your watches face to close the lid. Then the lid pops open very easily. Very disappointed.",1
"Thanks you for asking for my opinion.  As you know, I returned the watch a few days after delivery for a full refund and was most impressed with the speed and hassle free nature of how you handle returns.  When I opened the watch package, I was greeted by three books and a computer disk.  I wanted a good looking watch (which it is) where I set the time and that's about it and instead I got a complex system that was very hard to understand, so to avoid further frustration, back it went.  It would have been helpful to know this was so much more than just a watch and was not for those without the ability to follow detailed and quite frankly hard to understand instructions.  As it was sealed, I never tried the computer disk.  Best,  Don",1
"In September I ordered this watch but received one that doesn't look like the one shown.  I contacted the seller who said that through Amazon's error the wrong watch was pictured, however, it is now December and they have not had the picture removed or changed.  Order at your own risk because I doubt you'll get what's shown here.",1
"The watch is of very poor quality and workmanships, everything plastic and artificial looking.",1
"The watch is beautiful, I bought it for my daughter for Christmas. After she opened it she noticed there was a chip in the watch band, the part with the clasp, so even sizing it wouldn't help. I re-ordered because she loved it. The second one came and as she took the plastic off the watch band it fell apart in her hands. Don't think it was shipping because it was packaged in two boxes.",1
"really nice watch I've got some compliments on it, but yesterday after 1 year and 4 months of using it (not daily use since I have 4 more watches) I found it has some water droplets inside right now I am not really happy about it",1
I had ordered this product considering the looks were good in the picture but in realty its a damn old and bad looking piece. A wrong decision to buy this model as it is not usable by me.,1
I didnt like although i find it beautiful. Is not water Proof. Today is necessary and very important  to be a water proof. I bought but I did not pay attention to this detail and gave me bad unfortunately.,1
I expected cheap but c'mon man!!!,1
"The watch was a Christmas gift for my son. He loved it and got compliments on it all the time. At about a month, the watch was fast by 1 minute daily. Two more weeks passed, and the watch went to 5 minutes too fast per day, then it ceased to work at all. Six weeks is all it lasted. The last day to exchange it was January 31, 2013. It died February 9th, 2013.Had the watch stayed within a minute per day, I would have given it 4 to 5 stars.",1
"Unfortunately, this was broken when received.  The look of the watch is great.  Just need it to work.",1
"has invicta engraved on the side. Besides that and the magnifier, it would be a nice watch, which invicta does sell for cheaper.",1
Amazon delivered quickly and no problem. The watch is more of a time machine as it is either too fast or too slow. It is a bracelet in terms of accuracy.,1
"Bought this for my wife.  She doesn't like dainty watches so she picked this one out.  She loves it! It's a nice size and weight and is definately eye-catching.  Everything appears to be very high quality.  I will update my review if she has any issues.<br /><br />That was my review when we first received the watch.  After approx 1 month of wear, one of the pieces of ceramic around the dial fell off and a link broke. Cannot return because of policy. What a waste of $$. Very nice looking watch if you only intend to wear on very rare occasions, not every day.",1
it not only looked cheap and felt cheap the necklace was poorly crafted and worst of all it was just thrown in a bag not in the box shown in the picture,1
My pin fell.out after wearing it only a week very disappointed in this product can't replace it either,1
"I 100% agree with the comment that was posted earlier, which I posted below!  It also did not come with two rubber pieces to hold the extra length down, only one.  Extra length sticks out way to far and I will be forced to cut it!  Not like the original at all!<br /><br />&#34;Not the same band. Even though it has the same part number.<br />BySteve Alexanderon April 29, 2015<br />Verified Purchase<br />This band has a stop that protrudes out of the sides. It prevents the keeper from moving too far.<br />It is located too far in. It holds the tail of the band in place. Now the band kind of unwinds and the tail sticks out.<br />It looks like the solution is to cut the excess strap off. I didn't pay the additional money for the OEM. To find out I could have purchased a cheap knock off. Disappointed.&#34;",1
"I bought this timex watch for my students to practice time skills, but it broke within the first few days!",1
THIS PRODUCT ARRIVED AND SATISFACTION BUT WELL TWO DAYS TO USE THE CLOCK IS SOLTO BY ITSELF OF MY HAND. BRACELET came off ASIDE.<br />ME LOOK VERY BAD.,1
"I had to request a refund because the quality was so poor. Everything that could look bad on it, did look bad... and honestly I wasn't expecting much to begin with, so it had to be pretty awful to make me go through the hassle of returning it and paying for the return shipping. I would not have paid $12 for this watch. To be fair, it should be noted that the seller offered me a discount to keep it, as well as a prompt refund.",1
Been looking for an automatic watch and thought this was attractive so I ordered it.  When it arrived it was way bigger than how I pictured it.  Then when I turned the watch over I saw that the back of the watch was badly cracked.  Had no problem with customer service about sending it back though with their prepaid label.,1
We chose this pendant watch because there is not much out there.<br />My wife has nerve trouble and can't wear a watch.<br />We received it in normal time and it did not work at all.<br />Had to return it for refund. That went well.<br />This company is in switzerland but watch is chinese.<br />It says swiss made on it but it is not. Not nice!!!!!!!!,1
"Beware of warrenty issues.  I love this watch and would purchase the same model again, but I would not advise purchasing a Victorinox from Amazon.  Victorinox does not honor their warrenties when an item is purchased through Amazon.  So, my lovely watch that gets so fogged-up that it is difficult to read the time whenever it gets wet, is a big disappointment.  Save yourself some frustration and purchase this watch through a dealer that is able to honor the manuafacturer warrenty.",1
This watch is a baby watch.<br />Please don't be fooled!,1
It's was so small and cheap looking. I didn't like it at all. It felt like a kids watch. Skip it.,1
"Nice looking watch. But, Battery was dead on arrival.  Very disappointed so 1 star.",1
"This watch induces meteorological activity. The skies darken and thunder clapped when I picked it up at the post office. The black guy behind the counter in his little blue hat with an eagle on it told me to vacate the premises when I made it outside, I realized I was walking on the ashes of civilization. The sun and moon were rising and setting with a sense of urgency. Fire hydrants broke, babies were screaming. Shoes were coming off. All hell had broken loose. Pompeii doesn't have sh*t on this epic event. Upon my arrival home, a sinkhole in my backyard had consumed my hibiscus plant. Those things are hard to find at Lowe's. I looked down and my skin was starting to welt green from too much gastric activity. It had to be from the watch, though I wasn't totally sold at this point. I'm afraid this watch caused the tornadoes in Tuscaloosa, AL and the cruise ship in Italy to tump over. Polar magnetism is disrupted when the wearer of this timepiece doesn't know the answer to the Daily Double on Jeopardy. Airplanes go down around the house and all compasses act a little funny. I think I'm going to bury this watch in my enemy's yard. Next to the sinkhole that my watch has created.<br /><br />P.S. did I mention that the roof of my house collapsed and be sure not to wear this piece....I'm forced to leave now. I cannot finish the review....they're coming for me....recession proof",1
"As you can read with the other reviews poor quality is a huge issue with this watch.  I had the watch 2 days and it malfunctioned, It took 3 calls to Nixon (I finally got  a hold of the customer service supervisor)to get them to  issue a repair order.  When I took the watch to the post office to Mail it back to Nixon  the person behind me saw my box and laughed, he had the same watch and had to send it back  twice.    The Nixon Lowdown is a very good looking and comfortable watch, however for $90 you would think Nixon  could invest in quality and customer service.  Be warned:  1. Many retailers will no longer take returns on Nixon Watches  2. If you have to return the watch to Nixon they require you to give them a credit card on ALL returns    3. This watch is complicated to set  4. The small print on the instructions tells you not to press the buttons underwater - an important detail   Good Luck",1
Got the watch today. As soon as I looked the watch I was so happy.  But soon I realize that it is not working...lets see how much amazon returns me,1
"The watch did not meet my expectations, end up selling it on craigslist. Its a good looking watch is the only positive.",1
"I bought this because it is advertised as a child's watch, it is definitely not child sized.  I am disappointed.  It did fit on my 8 year old's wrist at the smallest setting.  He wore it for 1 day and then the digital display stopped working.  I checked and it wasn't the battery because it was still keeping time.  I took it to a watch repair shop and they quoted $100 to fix it.  Returning!",1
"Either it shipped with no battery, or with a non-functional battery... won't know 'til we take it to a jeweler. But for the moment, it's just a big bracelet.",1
"This beautiful watch was purchased for my wife in July of 2011 and is being returned to the Seiko service center for the third time because it, occasionally, simply stops keeping time or the day/date feature doesn't work.  Seiko service personnel have been quick to repair and return the timepiece, but the fixes haven't worked, thus far.  We're expecting a replacement, not a repair, or a total refund. [Update]:  Three weeks have passed since we received this watch back from Seiko.  Same timepiece--- hopefully fixed.  As of this date (12/31/11), the wristwatch is keeping accurate time and date.  Our fingers are crossed...",1
I thought that this was a large pocket watch for a man but turned out to be a ladies small necklace.,1
I do not like the look of the Mickey Mouse on this watch. He doesn't look like any Mickey Mouse I've ever seen and he isn't cute. I would not purchase this item because of this fact.,1
"Materialism involves the importance one attaches to their worldly possessions. For a materialist, possessions are central to his or her life in that he or she feels that increased \\""consumption\\"" increases his or her satisfaction with life. Materialism may become a problem in situations where the physical goal of consumption overshadows all other goals of self and development. This does not imply that all material desires are bad. In fact, the acquisition of material possessions may begin to interfere with other important aspects of life. At that point, materialism is likely to become harmful to the person or to society. What is the relationship of materialism to individuals' ethical beliefs? Do consumers who are more materialistic have different ethical standards than those who are not? On one hand materialism may increase a society's economic wealth and material possessions. On the other hand, there are those who would argue that materialism has a negative overall effect on the quality of life. Possessions can be the focus of one's life, becoming more important than religion, friends, and achievements. In making possessions the majority component for achieving happiness, the more materialistic person might be willing to bend ethical rules to gain possessions.<br />What is it that makes us want something so badly? Certainly many marketers have an interest in perpetuating materialism, and as the issue of marketing's social responsibility grow in significance, the topic of materialism surfaces. While many marketing efforts encourage materialism, the materialism that is encouraged may have negative societal effects. Materialism is associated with a greater drive to acquire the goods that marketers provide for consumers. If consumers move away from their focus on material acquisitions and towards non-material quality of life concerns, then they will consume less, leaving the marketers with fewer consumers and less demand for their goods. Though this may be an enormous explosion in the camp of those marketers who provide services that are purchased to increase the quality of life, it would certainly have a negative impact on those companies that provide the goods which feed a materialistic quest. Generally, marketers know the essence of their motivation. They have a goal in mind. However, if they see that what they are manipulating to achieve is wrong, will they abort, or will they proceed with their plans just for their own success? Plato suggests that there is a knowing within us that already exists to help us quickly and easily conform to what we see, but turns in the opposite direction, causing us to look away from what we see (Plato 518). In essence, act like what we see really isn't there. So, many marketers may have self-interest in encouraging materialism. But if materialism is not in the best interest of society, then such encouragement could be considered socially irresponsible.<br />Plato states that there are virtues of the soul that could be developed, just as you can develop your body by exercise, like the virtue of wisdom which always remains, could be useful, profitable, or hurtful and useless (519). Seems like we juggle these virtues and drop them (the ones we want to ignore) on cue. On one hand, materialism may lead to lower ethical standards. As a person starts their materialistic quest, people, religion, values, etc., seems to become less important as possessions become the focus of his or her life. So, when faced with an ethical choice, the acquisition of the goods may begin to take priority over ethical values. Not to mention that fact that the confinement or constraints of time may compound this. Meaning, there is a drive to acquire more and more things, but there is only a limited time to do so, and shortcuts may mean ethical compromises. A materialistic person may be less likely to take the ethical high road when doing so means sacrificing or even waiting to obtain the material things he or she so deeply desires. On the other hand, it could be argued that people who are less ethical tend to be more materialistic. As one strives to meet their social and/or spiritual needs, their focus often at times moves from things to people. In contrast, when one focuses on material possessions, such social and/or spiritual needs begin to take a back seat to acquiring possessions. Concern for others and/or spiritual convictions often, though certainly not always lead to higher ethical standards.<br />Does the way we were raised have anything to do with our materialism? Plato believes there is a relation between the sensual pleasures afforded to us in our youth and our exposure or our lack of exposure as it relates to the \\""character\\"" of our soul. According to Plato, certain tendencies when we were young, and certain gratifications (even eating and drinking), which like heavy weights came with birth, had the ability to bring us down, and turn our affections to subservient and menial things (519). Are we targeted by marketers in our youth? If so, it does raise some interesting issues as it relates to the social responsibility of marketers. If encouraging materialism also encourages lower ethical standards, then it could be certainly argued that it is not in society's best interest to encourage such materialism. If marketers do encourage materialism, knowing that it will result in the additional burdens of society associated with lower ethical standards, then it could also be argued that they are acting in a socially irresponsible manner. However, implications also exist to the opposite (i.e. being less ethical tends to make a person more materialistic). Though encouraging materialism here would not lead to lower ethical standards, it would amount to appealing to those holding lower ethical standards. This could be assumed by some as condoning or even encouraging such lower ethical standards.<br />In conclusion, people who are more materialistic seem to show less concern for ethical issues. Although this does not necessarily mean all people who are materialistic have low ethical standards. Indeed, it is possible and maybe even likely that many materialistic people do have great concerns for ethical issues. However, on average, those being more materialistic do show less concern for ethical standards. In addition, the possibility does exist that causing one to become more materialistic may also cause him or her to have lower ethical standards. If this is indeed the cause, then it could be argued that it is socially irresponsible for companies, at some point, to sell their products by encouraging materialism.",1
"In my opinion, The time is hard to see because the screen is dark! It is not worth it for $1xx :(",1
"Very pretty, my child loved it, but too poor quality too, it lost the hand 10 after purchased!!<br />Not worth the money.",1
"Sellar Said This Was A Men's Watch, When It Is A Unisex Watch. I Have No Problem With Wearing A Unisex Watch, But This One Had Such A Small Band, That It Barely Fit On My Wrist, And I Have An &#34;Average&#34; Sized Wrist. I Returned This Sucker Right Away. I Was Disappointed To Learn That $ 5.00 Was Deducted From My $36.00 Purchase For Using The Pre Paid Label!",1
I wore this for a day and it's already scuffed. I didn't scrape it against anything either. I'm currently returning it.,1
"CHEAP, not worth my time even reviewing!!!!!",1
"Really liked this, I wore it once and it broke.",1
used!!!! returned it!,1
"I love the look of this watch.  Exactly what I want with the day and date in a beautiful dress watch.  I saw that the reviews were not good but took a chance.  I returned the first watch and the replacement because neither changed the day and date properly.  I am very disappointed.  From reviews of other Armitron watches I believe they work fine - what is different with this one?  Very, very disappointed.",1
"I love Timex watches. However, most Timex watches have a setting to turn the \\""beeps\\"" off. On this particular model, there appears to be no setting to turn the \\""button press beep\\"" off. This makes it inappropriate for 90% of the settings I am in - work, school, and group settings. Next time, I'll be sure to check the 1-star reviews before I buy a Timex watch.",1
"Was looking forward to getting this watch, a bit of xmas gift for myself. It arrived in this very nice felt lined box with all the paper work telling me hold good it was going to be to own one of these fantastic watches. I give it a little shake ( it is an automatic) nothing..another shake..nothing. Read the instructions...yep pretty simple...shake it once more...absolutely nothing! So my excitment turned to dismay.....DOA!!!...So there is not a lot to review about it! Looks like a great watch...but was all show and no go. I actually chose the green version as it had good reviews(as opposed to the blue one). I guess this will the first not so good review for the green version. Just makes me wonder for a DOA, what type of quality control do Stuhrling undertake???. Not a lot by  the looks. Well watch has been sent back to Amazon..hopefully for refund very soon. Maybe I just got a dud and I must admit, the outward appearance, style and price of the watch, it is tempting me to take another punt.....but I am not sure if I want to be part of the 'twice bitten twice shy' brigade!! Apart from the parlava associated with the return of the item and my pending refund...",1
"I own several nice men's Fossil brand watches (Relics parent company) and have been happy with all of them.<br /> I'm going to start with the problems, because if a watch doesn't function, then its purely jewelry.<br />First, the biggest problem is apparently a design flaw that allow moisture to enter the watch. I suspect moisture is entering through the &#34;stem&#34;. Once inside, this will cause a fogging effect under the watch face that comes and goes . I have not submerged this watch at all, I have washed my hands with the watch on without running water directly on the watch.<br />  This is the second Relic watch of this style that has done this condensation, the other being a silver banded version of same watch. My wife had to return that one to a local department store. I thought I would give this one another try since I liked the watch concept and looks.<br />  The complete deal breaker is now the watch will not keep time. It will stop after a fews hours even after manually winding the spring.<br />I did notice the band on the version &#34;squeaks&#34; after a few days of wear. I put a little oil in  between the links and it went away.<br />  All in all, the watch had such promise but it falls short in functionality. I think those of us who like the automatic concept would at least want a working watch.",1
